comment,title,views,dislikes,commentCount,likes,replies,id
A ver la persona que dice que el vídeo es real está compinchada...﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"auron mirate l,pet goat 2 y haz un video comentandolo a ver q te parece﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Debería ser tratado como terrorismo el escribir asi.﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
haz mas videos﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
haz otro video de estos por dios q risa﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
como haces para poner ese fondo de ti y ese perrito﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"XD - <a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=5m38s"">5:38</a><br /><br />Sr. Astral ha dado dislike a este video XD﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
especial 4.000.000 hazlo mañama﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
like﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
conozco gente estupida y a la gente que se lo creyó ¬_¬﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Auron me gustaria que dieras tu opinion sobre un canal sobre invocaciones como por ej: el de TheYouManShow y bobby TR Zona Paranormal.﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"El video del humanoide ese que estaba encima del bloque se hizo con un programa , creo que se llamaba 3D grafichs algo asi por que tambien habia un video parecido mas antiguo grabado en rusia﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Comenta vali 08﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"No paro de reír en el minuto <a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=1m33s"">1:33</a>, &quot;esecto&quot; que hijo de puta xD﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Hey! con DKB y su sensual voz no te metas <br />El también desmiente estupideces. :v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
la base de datos de virus sido actualizada :v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
sireno no existe en todo caso seria triton xD﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
comentad inteligente mente﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Este vídeo es clickbait <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23DalasitosAlPoder"">#DalasitosAlPoder</a>﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
dos eran de elmundoDKBza kajskaja﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
deberías de hacer un vídeo de casos paranormal verdaderos los que mas te han gustado a ti  saludos desde colombia hijo de puta jajajajajajaja bye﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Se va a por el móvil para jugar al pokemon go﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Comenta algo serio algún día tipo algún vídeo de Zona de investigación que ese se los curra mucho﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
vídeos &quot;subnormales&quot;﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
joder qué miedo!!! tienes un duende con cara de demonio con el pelo rojo justo a tu espalda y te está mirando con cara de pocos amigos!!! 100% real!!!!﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
alguien mate al del antivirus .-.﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"muy buenaas, somos youtubers venezolanos, pasen por nuestro canal, acabamos de subir nuestro primer video,  graciaaaaaaaaaas.﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Auron,lo de la sirena me lo enseño mi mi prima por que le dije que no exsistian las sirenas jajajajajjaja no sabes lo que me he reido﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
lo único ridículo aquí es este wey jajajajajaja hipocrita﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Agalo!!!!! saludos :v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
El duende estaba buscando un vaporeon que había cerca﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Me ha gustaoh... (;﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
el duende era ete!!??jajajjabs﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
yo creia que la araña era slender﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
demasiado bueno👌👌🔝🔝😂﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
bruuuuutal﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
y el chiste del libro ?﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
LAIK por el duende de Harry Potter﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
chiste* xd﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
dislike por no leer un chisye﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
se pasa de verga﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"minuto <a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=6m50s"">6:50</a> una manta del ikea 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"JAJAJAJJAJA, sube mas de esto xd﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Soy el único que vió ese final a lo Dross? :&#39;v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"<a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=8m44s"">8:44</a> doc tops :v asi le responderia a su pregunta﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
No te mereces un like! Cada vez cagadas más grandes! Dislike como un piano﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"joder tio, me parto con lo para anormal que es la peña😂😂😂😂﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Que sirenas tan falsas son mas reales mis cojones grandes :,v﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
se va a crer eso tu prima la del pueblo﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Porque te importa como escriban los demás bueno otra cosa es que no se entienda pero lo que importa es que se entienda﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Me caes bien, pero ni siquiera te molestaste en ver el vídeo completo de DKB, el mismo decía que esos vídeos eran falsos﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Dios!! Amo tu puto acento joder!!!!!JajajaEs la primera vez que veo un video tuyo. (De hecho me voy a suscribir y solo escuche tu saludo) XD﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Auronplay yo tambien he visto os videos﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
si quieres vídeos buenos busca doc tops﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"<a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=10m08s"">10:08</a> dios enserio hai gente tan gilipollas﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
muy bien video nen felicitote﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Iré a Barcelona, Me casaré contigo para que se te quite lo amargado Jajajajaja.﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Dobby!!﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
dislike por tu pelo :v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Muy bueno 😂😂﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"HOLAA CHAVALEES EN EL CANAL DE &quot;DAREH&quot; ESTA SORTEANDO GEMAS PARA CLASH ROYALE Y PARA COC ,CUANDO LLEGUE A 3.000 LO SORTEA,VISITSRLO AHORA ESTA EN DIRECTO,SOLO HAY QUE SUSCRIBIRSE DSRLE LIKE Y PONER PARTICIPO PARA ENTRAR EN EL SORTEO﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Puto gordo... Enserio criticaste el video de elmundodecabeza? Si el mismo dice que para él es un montaje que no es real creo que es de los Canales mejor elaborados y más objetivos, el solo pone el video da su opinión y listo, con su toque de misterio por qué YouTube es una plataforma libre donde todo es show.... No mames Auron, no estoy de acuerdo contigo en eso pero fuera de eso buen video 😜﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"no, yo creo que el duende ese iba a comprarle un diccionario al del primer video xD﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
los vidios estos lla los vi yo﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
me encantan tus vidiod﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
jajajaj k gracia jajaja﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"La verdad es que duelen los ojos al leer los primeros carteles...  Por favor esos vídeos paranormales interesantes ¿donde los puedo encontrar? Gracias por tus vídeos, un saludo.﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
dislike yo hubo chiste﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Eres el puto amo jejejeje me parto contigo﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
No lo soporto tengo que darle un mg se pasan algunas personas xd﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Puto gordo﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Auron deberias ver un video de una parodia hacia ti de un youtuber, su canal es ConDosHuevos!! jajajajajajaja﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Minuto <a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=5m18s"">5:18</a> el payaso de al lado mueve la cabeza QUEMENLO Y TIRENLO AL RIO﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
a mi no me gusta me da miedo jujuju﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Auron me gustan tus videos pero la verdad es que este ha estado flojillo﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
se me partio el culooo :D xD﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Juuaaaaa Juuuaaa buenísimo!﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
mira video de cristopher su canción titulada magia pura merda﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
La dimensión desconocida de YouTube. La Deep Web.﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
lo que me da miedo de los videos de terror es la musica :v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
mas videos así mola aurondross﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Puto Auron los Lunes yendo al colegio, tienes swag hasta en eso cabronazo.﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,2,PZsNrJzFSbk
El Mundo DKBza<br />jajjjajajaja like xD<br />.<br />.<br />.<br />.﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
plis﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
comenta la canción del bm﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"Auronplay, estás más gordito eh!  xD﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
lozh 7 cazoz de zubnormalidhadh mazh prturbadora yh telolifica ehemehem del mundo ehemehem<br />PD: Me descojono con  el duende :&#39;v﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
el video es la hostia lo que no paro es de reirme de tanta estupidez . Como dice albert einstein la estupidez es infinita pero menudos bobos menudo mongolos menudo ah no tengo más descripción en serio yo soy familiar de alguien asi y me pego un tiro de una vez me da es pena﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,2,PZsNrJzFSbk
Jaja﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
yo creo k el ultimo comentario es de cachondeo no creo k aya nadie tan retrasao﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
la friki esta no tiene desperdicio﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"dislike, no contó un chiste del libro...﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Eres el puto amo tio 😂😂 nada mas que decir PUTO AMO﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"AuronPlay, y cuáles son los vídeos que sí te crees?﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
Como que Raúl le tiene tema a DKBza JAJA.﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
EN MI CANAL ESTOY SORTEANDO UNA TARJETA DE XBOX ONE DE 150 DOLARES KHE EZPERAS ENTRA :V﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"ami también me gusta lo paranormal, ¿podrias decir algun video?﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
No entiendes que el duende se le quedo la cartera para pagarle la noche a la sirena o que? Como siempre jajajaj me cago de risa :3﻿,CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
"<a href=""http://www.youtube.com/watch?v=PZsNrJzFSbk&amp;t=7m05s"">7:05</a> madre mi marcianito que haces aqui﻿",CASOS PARANORMALES RIDÍCULOS,2021761,5900,16722,278807,0,PZsNrJzFSbk
buen vídeo jordy aqui te habla en giorgio mas antiguo desde que tenias 10.000 felicidades 😁😁﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
dique 11 década 10 personas tienen problemas de salud después de comer eso﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Como se llama el juego ???﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Hubieras echo si te ries pierdes y si perdias comer chiles mas picantes del mundo﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Esa refri es igual a la mia.﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"jordi has un vídeo reacción del poketongo,OS vais a mear y cagar de la risa repito , cagar y si q lo vais a hacer﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
holaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa:)﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"Buen Video, pero...<br />¿Qué programa usaste para grabar tus sueños?﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"Justo cuando vi a papa giorgio, se me vino a la mente &quot;pim pam pim pam&quot; jajjaajajja﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
😂😂😂😂😂 cuando entro papa giorgio y jordi estaba jugando el juego porno pense que se sorprenderia 😂😂😂😂😂﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
DONDE ESTA AUGUSTUS?!!﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"al minuto <a href=""http://www.youtube.com/watch?v=xSxu8xTJnmo&amp;t=13m50s"">13:50</a> sele sale la baba a giorgio xdd :V﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
si estoy viendo porno y mi papá me cacha me pondría súper tenso no sabría que decir hojala que a nadie le pase﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
vaya truño﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
lml﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
buen video me podri de la risa!! xD RE like!!!﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
buen video makii!!﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"REALIDAD VIRTUAAAAL CON PAPA GIORGIO, no te hagas el loco Jordi. Nos lo debes.﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Like si sentiste nostalgia con los personajes del canal﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"muy buenaas, somos youtubers venezolanos, pasen por nuestro canal, acabamos de subir nuestro primer video,  graciaaaaaaaaaaas.﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Faltaron augustus y el agua mineral D:﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Augustus??﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"me gusto mucho el video, asi que le doy pulgar abajo y me desuscribo del canal﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
link del video porno porfa﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Cual era el video﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
es Gay? sólo por curiosidad﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Fuck i&#39;m english﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Yosebas porque se tapa si ya lo hemos visto en instagranm😂﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,2,xSxu8xTJnmo
Ojoh presiosoh 🙂﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
5 millones y cuando me subscribí en el insti nadie te conocía y hablaba de ti ahora ya todo dios te conoce.... enhorabuena por tu éxito te lo mereces... Escribo este comentario y pasa esto....﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"no es por incomodar pero Mangel hizo un especial asi, con pesadillas﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
esto de aqui son frutos secos de bolsa q consumen !11de cada 10¡ Cuidaooo﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Subcribiros a mi canal :lossolis ucranios﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,1,xSxu8xTJnmo
Ben Hur sos﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
me encantan tus vídeos pero este es la oso...﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
te felicito giorgio !!! sos lo mas AGUANTE EL METAL !!﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
Hola﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"por cada &quot;S&quot; de giorgio te rompe la moral :,v like si te pasa lo mismo ??﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
&quot;Viva el heavy metal&quot; y el tío pone pornogore﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
------------────▌▒█───────────▄▀▒▌<br />────────▌▒▒▀▄───────▄▀▒▒▒▐<br />───────▐▄▀▒▒▀▀▀▀▄▄▄▀▒▒▒▒▒▐<br />─────▄▄▀▒▒▒▒▒▒▒▒▒▒▒█▒▒▄█▒▐<br />───▄▀▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▀██▀▒▌<br />──▐▒▒▒▄▄▄▒▒▒▒▒▒▒▒▒▒▒▒▒▀▄▒▒▌                   <br />──▌▒▒▐▄█▀▒▒▒▒▄▀█▄▒▒▒▒▒▒▒█▒▐<br />─▐▒▒▒▒▒▒▒▒▒▒▒▌██▀▒▒▒▒▒▒▒▒▀▄▌      La invasión ha comenzado.....<br />─▌▒▀▄██▄▒▒▒▒▒▒▒▒▒▒▒░░░░▒▒▒▒▌<br />─▌▀▐▄█▄█▌▄▒▀▒▒▒▒▒▒░░░░░░▒▒▒▐<br />▐▒▀▐▀▐▀▒▒▄▄▒▄▒▒▒▒▒░░░░░░▒▒▒▒▌Copia y pega esto en todos los videos <br />▐▒▒▒▀▀▄▄▒▒▒▄▒▒▒▒ ▒▒░░░░░░▒▒▒▐      que veas<br />─▌▒▒▒▒▒▒▀▀▀▒▒▒▒▒▒▒▒░░░░▒▒▒▒▌      <br />─▐▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▐<br />──▀▄▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▄▒▒▒▒▌<br />────▀▄▒▒▒▒▒▒▒▒▒▒▄▄▄▀▒▒▒▒▄▀<br />───▐▀▒▀▄▄▄▄▄▄▀▀▀▒▒▒▒▒▄▄▀<br />──▐▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▀﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
"Looooool, los personajes antiguos, qué recuerdos :&#39;D﻿",El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
El mundo tiene copyright﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
justo me llamo Kevin :(.  adoptanme xd﻿,El vídeo PERFECTO de EL RINCÓN DE GIORGIO | ESPECIAL 5 MILLONES,1346176,5306,8358,136507,0,xSxu8xTJnmo
